x,y
0.996771,0.080299
0.860199,0.509959
-0.323987,0.946062
0.171545,-0.985176
-0.891677,0.452672
-0.364888,0.931051
-0.95649,0.291764
-0.2439,0.9698
0.837247,-0.546825
-0.660357,-0.750952
0.243118,0.969997
0.628127,-0.778111
-0.876192,-0.481961
0.725058,-0.688687
-0.925321,0.379184
0.881709,0.471793
0.491777,-0.870721
-0.456433,-0.889758
0.485305,-0.874345
-0.125414,0.992104
0.925308,0.379216
0.872568,-0.488494
0.589765,0.807575
0.936525,0.350601
-0.171883,0.985117
-0.594092,-0.804397
-0.956194,-0.292733
0.9631,0.269144
-0.824545,0.565796
0.726758,0.686893
0.741501,-0.670952
-0.40333,-0.915055
-0.66349,0.748185
-0.43799,0.89898
-0.627205,0.778854
0.499844,-0.866115
-0.001212,-0.999999
0.907668,-0.419689
0.577666,0.816274
-0.280143,-0.959958
0.340602,-0.940208
-0.796868,-0.604154
-0.973955,0.22674
0.834957,-0.550315
-0.025573,0.999673
-0.993781,0.111356
-0.384931,-0.922945
0.744228,-0.667925
0.984851,0.1734
-0.179471,0.983763
0.684263,-0.729235
0.841794,0.539799
0.976814,-0.214088
0.964609,-0.263683
0.994797,0.101873
0.584624,0.811304
0.760757,-0.649037
-0.508504,0.86106
-0.368387,0.929673
-0.759532,-0.65047
-0.972382,-0.233393
-0.394657,0.918829
0.071081,0.997471
-0.261657,0.965161
-0.920452,0.390855
0.287554,-0.957764
-0.360388,-0.932802
0.970152,0.242499
-0.39112,0.92034
-0.449049,0.893507
-0.625635,0.780116
-0.620662,-0.784078
-0.376508,0.926414
0.175355,0.984505
-0.287307,0.957838
-0.457211,-0.889358
0.583229,-0.812308
0.042079,0.999114
-0.99907,0.043111
0.834655,0.550773
-0.106741,-0.994287
-0.944904,0.327348
-0.939864,0.341548
-0.928359,-0.371685
-0.769333,0.638847
-0.684428,-0.729081
-0.267975,0.963426
-0.921221,-0.389039
-0.217062,0.976158
-0.131138,0.991364
-0.627213,-0.778848
-0.981874,0.189537
0.993875,-0.110509
-0.323223,0.946323
-0.941421,-0.337234
0.360061,0.932929
0.957464,0.288554
0.708732,0.705478
-0.264899,0.964276
0.99997,0.007767
-0.198093,0.980183
-0.046511,-0.998918
0.970484,-0.241166
0.097418,-0.995244
0.514473,0.857506
-0.978622,-0.205665
0.113142,-0.993579
-0.04822,0.998837
0.680802,0.732468
-0.742255,0.670117
0.537527,-0.843247
0.501042,0.865423
0.992339,-0.123546
0.25547,0.966817
-0.583039,-0.812444
-0.964992,0.262278
0.485573,-0.874196
0.999422,0.034008
0.41839,0.908267
-0.933875,-0.357599
0.087366,-0.996176
-0.999851,0.017244
-0.83191,0.55491
-0.957267,-0.289204
0.449525,0.893268
-0.261216,-0.96528
-0.051581,-0.998669
-0.402828,0.915276
0.557894,-0.829913
0.989235,-0.146335
0.348649,0.937253
-0.987208,0.159438
0.253086,0.967444
0.994569,-0.104079
-0.923257,-0.384184
-0.863163,-0.504926
0.393985,-0.919117
0.820946,0.571006
-0.999708,0.024182
-0.977366,-0.211556
0.967422,0.253171
0.003925,-0.999992
-0.761746,0.647875
-0.491849,0.87068
0.843548,0.537054
0.373038,0.927816
0.999462,-0.032796
0.984837,0.173485
-0.176029,0.984385
-0.989967,-0.141301
-0.283561,0.958954
0.113956,0.993486
-0.978455,-0.206458
-0.640523,0.767939
0.687681,-0.726013
0.508829,-0.860867
-0.911508,0.411281
-0.86816,0.496284
0.638124,0.769933
0.928913,0.370299
-0.970211,0.242263
-0.803293,-0.595584
-0.978417,-0.206641
-0.679796,-0.733402
0.776323,0.630336
0.945666,0.32514
0.846305,-0.532699
0.964923,0.262533
0.093863,0.995585
-0.541717,-0.840561
0.805739,0.592271
0.596183,-0.802848
0.30053,0.953772
-0.557364,0.830268
0.984854,0.173387
-0.986067,-0.166348
-0.058021,0.998315
-0.680586,-0.732668
0.926575,0.376111
0.67845,-0.734646
0.847173,-0.531317
-0.283188,0.959064
0.915337,-0.402689
0.77059,-0.637331
-0.220818,-0.975315
-0.496467,-0.868056
0.187365,-0.98229
0.814875,-0.579637
0.738696,0.674038
0.440698,0.897655
-0.753864,-0.657031
-0.364932,0.931034
-0.215335,-0.97654
-0.732027,-0.681276
-0.72073,-0.693216
0.992556,-0.121789
-0.968,-0.250949
0.852954,0.521985
0.4957,-0.868494
-0.46885,-0.883278
-0.814973,0.5795
0.719257,0.694744
0.326643,0.945148
-0.549719,-0.835349
-0.97202,-0.234897
0.526294,-0.850303
0.142204,-0.989837
-0.883895,-0.467685
-0.305357,0.952238
0.477514,0.878624
-0.995807,-0.091477
0.981447,0.191735
0.900962,0.433899
-0.142266,-0.989829
-0.831872,0.554967
-0.998087,-0.061825
-0.440817,-0.897597
-0.992281,-0.124008
-0.914497,0.404592
0.955867,-0.2938
-0.87419,-0.485584
0.992126,0.12524
0.633709,-0.773571
0.556333,0.83096
-0.083349,0.99652
-0.874123,0.485705
-0.513161,0.858292
0.568598,0.822616
-0.7326,0.680659
-0.831037,-0.556217
0.984536,0.175184
0.81577,0.578376
-0.892856,-0.450342
0.99899,0.044926
-0.57936,0.815072
0.978249,-0.207435
0.666036,-0.74592
-0.84826,0.52958
0.980254,0.197743
0.187729,-0.982221
-0.999305,0.037271
-0.342272,-0.939601
-0.586742,-0.809774
-0.610528,0.791995
-0.120513,0.992712
-0.483369,0.875416
-0.785067,-0.619411
-0.944893,-0.327378
0.807586,-0.589749
0.320223,-0.947342
-0.952856,-0.303422
0.983738,-0.17961
-0.356427,0.934323
0.182614,0.983185
0.948714,-0.316136
-0.505321,-0.862932
-0.920072,0.391749
-0.999506,0.031418
0.61378,-0.789477
-0.690859,-0.72299
0.034733,0.999397
-0.994742,-0.102409
-0.291771,-0.956488
0.010416,0.999946
0.984747,-0.173992
-0.325975,-0.945378
-0.865689,0.500583
-0.976101,0.217316
-0.965551,0.260212
-0.489091,-0.872233
0.838245,-0.545294
0.609573,0.79273
0.894328,-0.447412
-0.327114,0.944985
0.956207,-0.292692
-0.992129,-0.125223
-0.783639,-0.621216
-0.413757,0.910387
0.558341,0.829612
0.789605,-0.613615
-0.199555,-0.979887
0.680101,-0.733118
0.35853,0.933518
0.961752,0.273921
-0.998529,0.054223
-0.425316,0.905045
-0.909163,-0.41644
-0.882576,-0.47017
-0.647602,-0.761979
-0.307506,-0.951546
-0.987782,-0.155843
0.777186,-0.62927
0.844345,-0.5358
0.937534,-0.347895
-0.335658,0.941984
0.223813,-0.974632
-0.787741,0.616007
-0.716721,0.69736
-0.339211,-0.94071
0.57943,-0.815022
0.636566,-0.771222
0.361373,-0.932421
0.250244,0.968183
-0.956168,0.292818
-0.980819,-0.19492
0.91035,0.413838
-0.805087,-0.593157
0.360276,-0.932846
-0.005269,-0.999986
-0.406452,0.913672
-0.231005,-0.972952
0.998896,-0.046979
0.884155,-0.467194
-0.975228,-0.221203
0.940305,-0.340332
0.287972,-0.957639
0.082112,-0.996623
0.142597,0.989781
0.600593,-0.799555
-0.315775,-0.948834
-0.733293,-0.679912
0.598139,0.801392
-0.968095,0.250583
-0.171387,-0.985204
-0.680926,0.732352
-0.944646,0.328091
0.977863,0.209246
0.931821,0.362919
0.92415,-0.38203
-0.678817,0.734308
0.936651,-0.350265
0.338044,0.94113
0.16059,0.987021
-0.203495,-0.979076
0.556052,0.831148
-0.99449,0.104831
0.447628,0.89422
0.719497,-0.694495
0.945168,-0.326583
0.097723,0.995214
-0.678975,0.734162
-0.20138,-0.979513
0.999422,-0.033994
-0.448755,-0.893655
0.873203,0.487357
-0.977966,0.208766
-0.986173,-0.165719
-0.92151,-0.388355
-0.712804,0.701363
-0.031929,0.99949
-0.999958,-0.009171
0.044808,0.998996
0.584612,0.811313
0.340141,0.940374
-0.913804,-0.406155
-0.256322,-0.966592
-0.987828,-0.155548
0.101181,0.994868
0.910798,-0.412851
0.530948,-0.847405
-0.639647,0.768668
-0.903922,0.427698
0.085075,-0.996375
0.852489,0.522745
0.37068,0.928761
0.67601,0.736892
-0.996822,-0.079661
0.99228,0.124018
-0.951779,-0.306785
0.926761,-0.375652
0.223273,-0.974756
-0.727322,0.686297
0.806881,0.590714
-0.547122,-0.837053
-0.431358,-0.902181
0.918167,-0.396194
0.980595,-0.196043
0.741936,-0.670471
0.222867,0.974849
-0.751502,-0.65973
0.935869,-0.352347
-0.671695,0.740827
0.886348,-0.463019
-0.010273,0.999947
-0.598418,-0.801184
-0.870467,0.492226
-0.998626,0.052411
0.528826,-0.84873
0.965416,-0.260714
0.59251,0.805563
-0.883886,0.467702
0.991251,0.131987
-0.859205,0.511632
-0.867081,0.498167
0.258837,0.965921
-0.006609,-0.999978
-0.717545,0.696512
-0.560776,-0.827968
0.778465,-0.627688
0.387947,0.921682
-0.573548,0.819172
-0.998095,0.061701
-0.752549,0.658536
0.997298,0.073462
-0.213367,0.976972
0.023145,-0.999732
-0.993685,0.112204
0.735094,-0.677965
-0.810268,-0.58606
0.021533,-0.999768
-0.993917,-0.110132
-0.984568,-0.175
0.760126,0.649776
-0.977367,0.211552
0.612943,0.790127
-0.37909,-0.92536
0.013606,-0.999907
0.673763,0.738948
-0.302948,0.953007
0.779346,-0.626594
0.91475,0.404021
-0.907462,0.420134
-0.57233,0.820024
-0.867948,-0.496654
0.286225,0.958162
0.250692,0.968067
-0.133568,-0.99104
0.520368,0.853942
-0.363179,0.931719
-0.997876,-0.065135
0.99941,-0.034355
0.783318,-0.621622
0.313884,0.949461
-0.33526,0.942126
0.932344,-0.361573
-0.993076,-0.117477
0.521039,0.853533
-0.833446,-0.5526
0.646374,0.76302
0.18781,0.982205
0.997888,0.064954
-0.99939,0.034932
-0.458506,0.888692
0.768324,-0.640062
-0.493193,0.86992
0.413839,-0.91035
-0.780672,0.62494
0.987312,0.15879
-0.207601,0.978214
-0.315161,-0.949038
0.08894,-0.996037
-0.293376,0.955997
0.375649,-0.926762
-0.53764,-0.843175
0.80859,0.588372
0.979392,0.201969
0.071739,0.997423
0.231762,0.972772
0.416003,0.909363
0.937409,-0.348231
-0.36707,0.930193
-0.971613,-0.236574
0.488593,0.872512
0.33279,0.943001
-0.620526,0.784186
-0.663328,0.748328
-0.43928,0.89835
0.869253,-0.494367
-0.304219,0.952602
-0.726319,0.687357
0.385151,0.922854
0.282441,0.959285
0.986182,0.165665
-0.406342,0.913721
0.487977,-0.872856
-0.937555,-0.347837
0.940092,-0.340922
-0.59031,-0.807177
0.018651,-0.999826
0.660804,0.750559
0.317444,0.948277
-0.551156,0.834402
0.558751,0.829335
0.959891,-0.280375
-0.396829,0.917893
0.228245,-0.973604
-0.98962,-0.14371
0.577413,-0.816452
0.891581,-0.452861
-0.414292,0.910144
-0.36105,0.932546
-0.48301,-0.875615
-0.912644,0.408756
0.945335,0.326101
0.415828,0.909443
0.70135,-0.712817
-0.999856,-0.016986
-0.586638,-0.809849
0.639224,0.76902
0.884146,0.467212
-0.285755,0.958303
0.419709,-0.907659
-0.997753,-0.066999
-0.187025,-0.982355
-0.875075,-0.483987
-0.959896,-0.280355
-0.323036,0.946387
0.997771,0.066724
-0.928596,0.371092
-0.627777,0.778393
-0.999991,-0.004217
-0.823675,-0.567062
-0.049442,-0.998777
-0.592293,-0.805723
0.290418,-0.9569
0.997532,0.070211
0.959213,-0.282685
0.985863,0.167553
0.116106,0.993237
-0.998719,0.050608
-0.998358,0.057291
0.978751,-0.205052
0.951937,-0.306293
-0.307671,-0.951493
-0.468655,0.883381
-0.1814,-0.983409
0.997308,-0.073333
0.854668,0.519175
-0.996125,-0.087952
-0.902447,-0.4308
0.24509,-0.9695
-0.686958,-0.726697
0.896963,0.442107
0.997529,-0.070253
0.061124,-0.99813
0.995963,-0.089767
0.222486,0.974936
-0.977519,-0.210847
-0.50624,0.862392
-0.082948,-0.996554
0.981847,0.189677
0.352679,-0.935744
-0.958149,0.286268
0.995531,0.094431
0.998373,-0.057017
0.849614,-0.527405
0.974935,0.222492
0.050026,0.998748
-0.330869,0.943677
0.992906,-0.118906
-0.884352,-0.46682
0.560321,0.828275
0.210631,-0.977566
-0.068658,0.99764
-0.987364,-0.15847
-0.873086,-0.487566
0.358621,0.933483
0.09363,0.995607
0.423072,0.906096
0.175413,0.984495
0.999765,0.021673
-0.361897,-0.932218
0.752334,0.658782
-0.998928,0.046292
0.603036,0.797714
0.958748,0.284258
-0.586874,-0.809678
-0.309851,-0.950785
-0.640016,0.768361
0.163322,0.986573
0.521949,-0.852977
-0.549388,0.835567
0.970842,-0.239722
0.854622,-0.519251
-0.558509,-0.829499
0.997214,-0.07459
0.997691,-0.067924
0.483106,-0.875562
0.706275,0.707938
-0.999598,-0.028354
0.95695,-0.290252
-0.841422,0.540378
-0.041598,0.999134
0.016912,0.999857
-0.122822,0.992429
0.872373,-0.48884
-0.846722,-0.532036
0.948027,0.31819
-0.281805,-0.959472
-0.164584,0.986363
-0.310448,-0.95059
-0.986468,0.163957
-0.689529,-0.724258
-0.97273,0.23194
0.362111,-0.932135
0.777781,0.628535
0.505828,-0.862635
-0.999477,0.032342
-0.913682,0.40643
0.814114,0.580705
-0.353233,-0.935535
-0.991659,-0.128887
0.827091,-0.562068
0.495899,-0.86838
0.155033,-0.987909
-0.029141,0.999575
-0.845708,0.533645
-0.484858,-0.874593
0.330335,0.943864
0.799563,0.600582
-0.267919,0.963441
0.580257,-0.814433
0.816518,-0.57732
-0.929466,-0.368907
-0.987518,0.157505
0.443444,-0.896302
0.501789,0.86499
0.293632,0.955919
-0.982672,-0.18535
-0.935839,0.352427
0.976131,-0.217185
0.649821,0.760088
0.00928,-0.999957
0.755403,-0.655261
-0.761699,-0.647931
-0.986725,-0.1624
0.943722,0.330741
-0.639682,0.76864
-0.925734,0.378176
0.971143,0.238496
-0.994839,0.101469
0.944535,0.32841
0.690201,0.723618
0.913149,-0.407626
0.930755,-0.365643
-0.572439,-0.819947
-0.233178,-0.972434
0.701493,-0.712677
0.556795,0.83065
0.830797,0.556575
-0.973312,0.229486
0.906168,-0.422918
-0.922776,0.385336
0.818988,-0.573811
0.991665,0.128846
0.999708,0.024177
0.441012,0.897501
-0.967278,-0.253718
-0.150439,-0.988619
0.007946,0.999968
0.589158,-0.808018
-0.554214,0.832374
-0.398892,-0.916998
0.719838,-0.694142
0.90098,0.433861
0.874546,0.484942
0.59924,0.80057
0.020195,-0.999796
-0.075175,-0.99717
-0.34958,-0.936906
0.418272,0.908322
-0.312648,0.949869
-0.845996,0.533189
-0.379031,-0.925384
0.693702,-0.720262
0.546869,-0.837219
-0.830741,-0.556659
0.950035,-0.312143
-0.496575,0.867994
0.912403,-0.409294
0.975535,0.219844
0.205109,-0.978739
-0.900437,0.434986
0.672896,0.739737
0.327639,-0.944803
0.443086,0.896479
0.852365,0.522947
0.241481,0.970406
0.143569,-0.98964
0.257322,0.966326
-0.998689,0.051183
0.414631,0.909989
-0.80944,-0.587202
0.226461,-0.97402
0.95613,0.292942
0.734249,-0.67888
0.164069,0.986449
0.988996,-0.147943
-0.191373,-0.981517
-0.682763,0.73064
-0.243342,-0.969941
-0.961525,0.274718
-0.992073,0.125662
-0.258111,0.966115
0.294667,0.9556
-0.784496,-0.620134
0.719473,0.694521
0.734898,-0.678178
-0.873463,0.48689
-0.996137,-0.087811
-0.879959,0.475049
-0.735003,0.678064
0.694946,0.719062
-0.178855,-0.983875
0.838176,0.5454
0.122835,-0.992427
0.974361,0.224991
0.840208,0.542265
-0.969635,0.244555
-0.954625,-0.297812
-0.954128,-0.299399
0.618787,0.785559
-0.996942,0.078141
0.553807,0.832645
0.085863,0.996307
0.700498,0.713654
0.78806,0.615598
-0.830382,-0.557194
-0.055968,0.998433
-0.276695,0.960958
-0.496783,-0.867875
-0.392221,0.919871
0.945828,-0.324667
-0.699939,-0.714202
0.069984,-0.997548
0.10651,0.994312
-0.955937,0.293571
0.066504,-0.997786
-0.950214,0.311599
0.985593,0.169134
-0.712838,-0.701329
0.802839,0.596196
-0.507344,0.861744
0.903406,0.428787
-0.926035,0.377437
-0.704556,0.709649
-0.993287,-0.115676
0.852881,-0.522105
0.590366,-0.807136
-0.934884,0.354952
-0.84055,0.541733
0.456455,-0.889747
0.306428,0.951894
0.693303,-0.720646
-0.994926,-0.10061
-0.653306,-0.757094
-0.436373,-0.899766
-0.976046,0.217566
0.492404,-0.870367
0.346876,-0.937911
0.952071,0.305877
-0.981346,0.192252
-0.926661,-0.375898
-0.746953,0.664877
-0.030564,-0.999533
0.687399,0.72628
-0.884227,0.467057
0.959435,-0.281929
-0.208083,-0.978111
0.877677,-0.479253
-0.367861,-0.929881
0.559245,-0.829003
0.938245,0.345971
0.503934,-0.863742
0.480448,0.877023
-0.881744,-0.471729
-0.995234,-0.097512
-0.262178,0.965019
-0.99985,0.017321
0.638575,-0.769559
0.517591,-0.855628
-0.87274,-0.488186
0.505948,0.862564
0.932029,0.362384
-0.743235,0.66903
0.634684,-0.772772
-0.609638,0.79268
0.705069,-0.709138
-0.966087,-0.258217
0.951116,0.308835
0.823492,0.567328
-0.404034,0.914744
-0.980846,-0.194783
-0.729078,0.684431
-0.053265,-0.99858
-0.526468,0.850195
0.664414,0.747365
0.909522,-0.415655
0.876341,-0.48169
0.98277,-0.184834
0.88364,0.468167
-0.93197,-0.362536
-0.459146,0.888361
0.236119,-0.971724
0.404564,-0.91451
0.475679,0.879619
0.642486,0.766297
-0.490596,-0.871387
-0.994434,0.105357
-0.405101,0.914272
-0.828917,-0.559371
0.715756,-0.69835
-0.901417,-0.432953
0.589628,-0.807675
0.921814,0.387632
-0.935339,0.353752
-0.988168,-0.153378
-0.869847,0.493321
0.995416,-0.095637
-0.636031,0.771663
-0.139681,-0.990197
0.122315,-0.992491
0.805869,0.592094
-0.988618,0.150445
0.776407,0.630232
-0.03542,-0.999373
0.769884,0.638184
0.521209,0.853429
0.541476,-0.840716
-0.705823,-0.708389
-0.855705,-0.517465
0.066736,-0.997771
0.700554,-0.713599
-0.554571,-0.832136
0.763483,-0.645828
0.800091,-0.599878
-0.722658,-0.691206
-0.041605,0.999134
-0.991327,0.131417
0.214389,-0.976748
0.780267,-0.625447
-0.869649,0.49367
0.999505,0.031446
-0.838907,0.544275
0.906053,0.423165
-0.668053,0.744113
0.807313,-0.590124
-0.228815,-0.97347
-0.337445,-0.941345
0.809056,-0.587732
-0.997707,-0.067681
-0.871613,0.490194
0.713061,0.701102
0.883756,0.467948
0.071078,-0.997471
0.071283,-0.997456
0.955791,0.294047
-0.769713,0.63839
-0.79614,-0.605113
-0.293835,0.955856
0.50412,0.863633
-0.16604,0.986119
-0.845543,-0.533908
-0.970733,0.24016
0.61756,0.786524
0.857311,0.514798
